Common name,GPCRdb ID,Type,Reference ligand,Fold selectivity (Affinity),# tested GPCRs (Affinity),Species,Mol weight,Rot bonds,H don,H acc,LogP,Smiles
CHEMBL2220240,84082,Smallmolecule,None,-,1,Human,312,3,1,3,4.2,Cc1ccc(Sc2ccc(C)cc2N2CCNCC2)c(C)c1
CHEMBL494675,187003,Smallmolecule,None,-70,5,Human,238,2,1,2,2.8,c1ccc(-c2ccccc2N2CCNCC2)cc1
CHEMBL2206397,83473,Smallmolecule,None,-53,2,Human,214,4,1,1,3.1,CCc1cccc(CC)c1Cc1ncc[nH]1
CHEMBL2207493,83634,Smallmolecule,None,-13,5,Human,293,3,1,3,3,CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
CHEMBL2219967,84010,Smallmolecule,None,-,1,Human,284,3,1,3,3.6,Cc1ccc(Sc2ccccc2)c(N2CCNCC2)c1
CHEMBL2219968,84011,Smallmolecule,None,-,1,Human,314,4,1,4,3.6,COc1ccc(Sc2ccc(C)cc2N2CCNCC2)cc1
CHEMBL2219969,84012,Smallmolecule,None,-,1,Human,318,3,1,3,4.2,Cc1ccc(Sc2ccc(Cl)cc2)c(N2CCNCC2)c1
CHEMBL2219979,84019,Smallmolecule,None,-,1,Human,330,5,1,5,3.3,COc1cccc(Sc2ccccc2N2CCNCC2)c1OC
CHEMBL2219980,84021,Smallmolecule,None,-,1,Human,338,3,1,3,4.6,Clc1cccc(Sc2ccccc2N2CCNCC2)c1Cl
CHEMBL2219981,84022,Smallmolecule,None,-,1,Human,298,3,1,3,3.9,Cc1cccc(Sc2ccccc2N2CCNCC2)c1C
CHEMBL2219983,84024,Smallmolecule,None,-,1,Human,338,3,1,3,4.6,Clc1ccc(Sc2ccccc2N2CCNCC2)c(Cl)c1
CHEMBL2219998,84025,Smallmolecule,None,-,1,Human,270,3,1,3,3.2,c1ccc(Sc2ccccc2N2CCNCC2)cc1
CHEMBL2220040,84034,Smallmolecule,None,-,1,Human,300,4,1,4,3.3,COc1cccc(Sc2ccccc2N2CCNCC2)c1
CHEMBL2220063,84038,Smallmolecule,None,-,1,Human,284,3,1,3,3.6,Cc1cccc(Sc2ccccc2N2CCNCC2)c1
CHEMBL2220064,84039,Smallmolecule,None,-,1,Human,300,4,1,4,3.3,COc1ccccc1Sc1ccccc1N1CCNCC1
CHEMBL2220065,84040,Smallmolecule,None,-,1,Human,284,3,1,3,3.6,Cc1ccccc1Sc1ccccc1N1CCNCC1
CHEMBL2220066,84041,Smallmolecule,None,-,1,Human,330,5,1,5,3.3,COc1ccc(Sc2ccccc2N2CCNCC2)cc1OC
CHEMBL2220184,84065,Smallmolecule,None,-,1,Human,300,4,1,4,3.3,COc1ccc(Sc2ccccc2N2CCNCC2)cc1
CHEMBL2220185,84066,Smallmolecule,None,-,1,Human,304,3,1,3,3.9,Clc1ccc(Sc2ccccc2N2CCNCC2)cc1
CHEMBL2220201,84070,Smallmolecule,None,-,1,Human,302,3,1,3,3.7,Cc1ccc(Sc2ccc(F)cc2)c(N2CCNCC2)c1
CHEMBL2220207,84071,Smallmolecule,None,-,1,Human,288,3,1,3,3.4,Fc1ccc(Sc2ccccc2N2CCNCC2)cc1
CHEMBL2220208,84072,Smallmolecule,None,-,1,Human,284,3,1,3,3.6,Cc1ccc(Sc2ccccc2N2CCNCC2)cc1
CHEMBL2220209,84073,Smallmolecule,None,-,1,Human,338,3,1,3,4.3,FC(F)(F)c1ccc(Sc2ccccc2N2CCNCC2)cc1
CHEMBL2220210,84074,Smallmolecule,None,-,1,Human,326,3,1,3,4.5,CC(C)(C)c1ccc(Sc2ccccc2N2CCNCC2)cc1
CHEMBL2220211,84075,Smallmolecule,None,-,1,Human,334,4,1,4,3.9,COc1ccc(Sc2ccccc2N2CCNCC2)c(Cl)c1
CHEMBL2220268,84093,Smallmolecule,None,-,1,Human,298,3,1,3,3.9,Cc1ccc(Sc2ccccc2N2CCNCC2)cc1C
CHEMBL2220290,84097,Smallmolecule,None,-,1,Human,338,3,1,3,4.6,Clc1ccc(Sc2ccccc2N2CCNCC2)cc1Cl
CHEMBL2237137,84484,Smallmolecule,None,5,2,Human,499,5,0,9,1.4,Cn1c(=O)c2c(nc3n2CCCC(=O)N3CCCN2CCN(c3cccc(Cl)c3)CC2)n(C)c1=O
CHEMBL2237138,84485,Smallmolecule,None,30,2,Human,495,6,0,10,0.8,COc1ccccc1N1CCN(CCCN2C(=O)CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)CC1
CHEMBL2237139,84486,Smallmolecule,None,-1,2,Human,411,6,1,9,0.6,Cn1c(=O)c2c(nc(NCCCN3CCN(c4ccccc4)CC3)n2C)n(C)c1=O
CHEMBL2237140,84487,Smallmolecule,None,6,2,Human,453,9,1,9,1.9,CCCCn1c(NCCCN2CCN(c3ccccc3)CC2)nc2c1c(=O)n(C)c(=O)n2C
CHEMBL2237141,84488,Smallmolecule,None,-2,3,Human,483,9,1,11,0.6,CCOC(=O)Cn1c(NCCCN2CCN(c3ccccc3)CC2)nc2c1c(=O)n(C)c(=O)n2C
CHEMBL2237156,84503,Smallmolecule,None,223,2,Human,439,5,0,11,-0.4,Cn1c(=O)c2c(nc3n2CCCN3CCCN2CCN(c3ncccn3)CC2)n(C)c1=O
CHEMBL2237157,84504,Smallmolecule,None,676,2,Human,453,5,0,11,-0.8,Cn1c(=O)c2c(nc3n2CCC(=O)N3CCCN2CCN(c3ncccn3)CC2)n(C)c1=O
CHEMBL2237158,84505,Smallmolecule,None,81,2,Human,467,5,0,11,-0.4,Cn1c(=O)c2c(nc3n2CCCC(=O)N3CCCN2CCN(c3ncccn3)CC2)n(C)c1=O
CHEMBL2237159,84506,Smallmolecule,None,4,2,Human,471,5,0,9,1.5,Cn1c(=O)c2c(nc3n2CCCN3CCCN2CCN(c3cccc(Cl)c3)CC2)n(C)c1=O
CHEMBL2237160,84507,Smallmolecule,None,12,2,Human,485,5,0,9,1.9,Cn1c(=O)c2c(nc3n2CCCCN3CCCN2CCN(c3cccc(Cl)c3)CC2)n(C)c1=O
CHEMBL2237161,84508,Smallmolecule,None,32,2,Human,481,6,0,10,1.3,COc1ccccc1N1CCN(CCCN2CCCCn3c2nc2c3c(=O)n(C)c(=O)n2C)CC1
CHEMBL2237162,84509,Smallmolecule,None,4,2,Human,485,5,0,9,1,Cn1c(=O)c2c(nc3n2CCC(=O)N3CCCN2CCN(c3cccc(Cl)c3)CC2)n(C)c1=O
CHEMBL2237163,84510,Smallmolecule,None,194,2,Human,481,6,0,10,0.4,COc1ccccc1N1CCN(CCCN2C(=O)CCn3c2nc2c3c(=O)n(C)c(=O)n2C)CC1
CHEMBL2237425,84518,Smallmolecule,None,32,2,Human,483,5,0,10,0.9,Cn1c(=O)c2c(nc3n(CCCN4CCN(c5cccc(Cl)c5)CC4)c(=O)ccn23)n(C)c1=O
CHEMBL328292,111111,Smallmolecule,None,2,3,Human,467,6,0,10,0.9,COc1ccccc1N1CCN(CCCN2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)CC1
CHEMBL91021,205196,Smallmolecule,None,1,3,Human,449,5,0,10,0.3,Cn1c(=O)c2c(nc3n(CCCN4CCN(c5ccccc5)CC4)c(=O)ccn23)n(C)c1=O
CHEMBL91588,205306,Smallmolecule,None,1,3,Human,479,6,0,11,0.3,COc1ccccc1N1CCN(CCCn2c(=O)ccn3c4c(=O)n(C)c(=O)n(C)c4nc23)CC1
CHEMBL1182155,11731,Smallmolecule,None,-13,9,Human,345,8,1,6,2.5,COc1cccc(OC)c1OCCNC[C@H]1COc2ccccc2O1
CHEMBL1457510,37453,Smallmolecule,None,-144,6,Human,325,1,1,5,2.8,COc1c(O)ccc2c1CN1CCc3cc4c(cc3[C@@H]1C2)OCO4
CHEMBL2298799,85452,Smallmolecule,None,-17,3,Human,356,6,0,6,2.9,O=[N+]([O-])c1ccc(CCN2CCN(c3ccccc3)CC2)cc1[N+](=O)[O-]
CHEMBL2298806,85456,Smallmolecule,None,-75,5,Human,356,4,1,3,4.1,c1ccc2c(N3CCN(CCc4ccc5[nH]cnc5c4)CC3)cccc2c1
CHEMBL2298807,85457,Smallmolecule,None,-3,3,Human,418,4,2,4,2.6,O=c1[nH]c2ccc(CCN3CCN(c4cccc(C(F)(F)F)c4)CC3)cc2[nH]c1=O
CHEMBL2312225,85763,Smallmolecule,None,46,4,Human,449,10,1,6,4,COc1cccc(OC)c1OCCNCC1COCC(c2ccccc2)(c2ccccc2)O1
CHEMBL2312226,85764,Smallmolecule,None,1318,3,Human,449,10,1,6,4,COc1cccc(OC)c1OCCNC[C@H]1COCC(c2ccccc2)(c2ccccc2)O1
CHEMBL2312227,85765,Smallmolecule,None,1,7,Human,419,9,1,5,4,COc1ccccc1OCCNCC1COCC(c2ccccc2)(c2ccccc2)O1
CHEMBL2312536,85832,Smallmolecule,None,81,4,Human,419,9,1,5,4,COc1ccccc1OCCNC[C@H]1COCC(c2ccccc2)(c2ccccc2)O1
CHEMBL2312538,85834,Smallmolecule,None,208,4,Human,389,8,1,4,4,c1ccc(OCCNC[C@H]2COCC(c3ccccc3)(c3ccccc3)O2)cc1
CHEMBL2312637,85837,Smallmolecule,None,-1,5,Human,492,8,1,5,4.4,O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2cccnc2c1
CHEMBL2312638,85838,Smallmolecule,None,-4,4,Human,492,8,1,5,4.4,O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccc2cccnc12
CHEMBL2312639,85839,Smallmolecule,None,-1,5,Human,492,8,1,5,4.4,O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2cn1
CHEMBL2312640,85840,Smallmolecule,None,-7,5,Human,492,8,1,5,4.4,O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cncc2ccccc12
CHEMBL2312641,85841,Smallmolecule,None,1,4,Human,512,7,1,5,4.7,O=S(=O)(NCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cnc2ccc(Cl)cc2c1
CHEMBL2312642,85842,Smallmolecule,None,1,4,Human,478,7,1,5,4,O=S(=O)(NCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2ncccc2c1
CHEMBL2312934,85856,Smallmolecule,None,-1,5,Human,478,7,1,5,4,O=S(=O)(NCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2cccnc2c1
CHEMBL2312935,85857,Smallmolecule,None,-2,5,Human,492,8,1,5,4.4,O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cnc2ccccc2c1
CHEMBL2312936,85858,Smallmolecule,None,-2,4,Human,526,8,1,5,5.1,O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cnc2ccc(Cl)cc2c1
CHEMBL2312937,85859,Smallmolecule,None,-3,4,Human,492,8,1,5,4.4,O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2ncccc2c1
CHEMBL2334881,87077,Smallmolecule,None,-27,3,Human,339,1,1,5,2.8,COc1c(O)ccc2c1CN1CCc3cc4c(cc3[C@@H]1C2)OCCO4
CHEMBL2365004,88637,Smallmolecule,None,-,0,Human,454,12,1,5,4,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2Cc2ccccc2)C(C)C)ccc1OC
CHEMBL3092344,103430,Smallmolecule,None,-,0,Human,430,9,2,3,4.8,COc1ccc2[nH]cc(CCCN3CCN(CCCc4c[nH]c5ccccc45)CC3)c2c1
CHEMBL36622,127000,Smallmolecule,None,-3,9,Human,345,8,1,6,2.5,COc1cccc(OC)c1OCCNC[C@@H]1COc2ccccc2O1
CHEMBL448891,172016,Smallmolecule,None,-1,5,Human,341,3,1,5,3.1,COc1cc2c(cc1OC)[C@@H]1Cc3ccc(O)c(OC)c3CN1CC2
cisapride,931,Smallmolecule,None,-13,25,Human,465,9,2,6,3.4,COC1CN(CCCOc2ccc(cc2)F)CCC1NC(=O)c1cc(Cl)c(cc1OC)N
cisapride,931,Smallmolecule,None,-13,25,Human,465,9,2,6,3.4,COC1CN(CCCOc2ccc(cc2)F)CCC1NC(=O)c1cc(Cl)c(cc1OC)N
CHEMBL2387229,90044,Smallmolecule,None,-10,13,Human,484,7,0,6,6.1,Cc1cc(=O)oc2c(Cl)c(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc12
CHEMBL2387229,90044,Smallmolecule,None,-10,13,Human,484,7,0,6,6.1,Cc1cc(=O)oc2c(Cl)c(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc12
CHEMBL2391541,90314,Smallmolecule,None,-1,18,Human,270,8,1,2,3.4,C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12
CHEMBL240045,90794,Smallmolecule,None,-6,7,Human,331,2,0,2,5.6,CC(C(=O)N1c2ccccc2Sc2ccccc21)c1ccccc1
CHEMBL2401936,90834,Smallmolecule,None,1,3,Human,338,3,0,5,2.7,COc1ccc2c(=O)c3cc(CN4CCN(C)CC4)ccc3oc2c1
CHEMBL2401937,90835,Smallmolecule,None,5,3,Human,414,5,0,5,4.3,COc1ccc2c(=O)c3cc(CN4CCN(Cc5ccccc5)CC4)ccc3oc2c1
CHEMBL2401938,90836,Smallmolecule,None,1,4,Human,430,5,0,6,4.3,COc1ccc2c(=O)c3cc(CN4CCN(c5ccccc5OC)CC4)ccc3oc2c1
CHEMBL2413153,91402,Smallmolecule,None,173,17,Human,405,9,0,8,0.9,Cn1c(=O)cnn(CCCCN2CCN(c3ccccc3OCCF)CC2)c1=O
CHEMBL2413154,91403,Smallmolecule,None,1,46,Human,373,7,0,8,0.6,COc1ccccc1N1CCN(CCCCn2ncc(=O)n(C)c2=O)CC1
CHEMBL2431120,91967,Smallmolecule,None,2,4,Human,420,6,0,7,3.9,COc1cc2nc(C3CC3)nc(N3CCN(c4ccccc4OC)CC3)c2cc1OC
CHEMBL3039669,101931,Smallmolecule,None,-1,3,Human,342,2,0,4,3.3,CN1CCN(Cc2cccc3c(=O)c4ccc(Cl)cc4oc23)CC1
CHEMBL3039672,101932,Smallmolecule,None,3,3,Human,400,4,0,5,4.3,COc1ccccc1N1CCN(Cc2ccc3oc4ccccc4c(=O)c3c2)CC1
CHEMBL3039719,101935,Smallmolecule,None,3,3,Human,372,4,1,5,2.7,O=c1c2ccc(Cl)cc2oc2c(CN3CCN(CCO)CC3)cccc12
CHEMBL3039720,101936,Smallmolecule,None,8,4,Human,430,5,0,6,4.3,COc1ccc2c(=O)c3cccc(CN4CCN(c5ccccc5OC)CC4)c3oc2c1
CHEMBL3040288,102016,Smallmolecule,None,-,0,Human,348,4,2,4,3.6,Fc1cccc(Nc2nc(Cc3ccccc3)nc3c2CCNCC3)c1
CHEMBL3040324,102021,Smallmolecule,None,-,0,Human,330,4,2,4,3.5,c1ccc(Cc2nc3c(c(Nc4ccccc4)n2)CCNCC3)cc1
CHEMBL3040325,102022,Smallmolecule,None,-,0,Human,360,5,2,5,3.5,COc1cccc(Nc2nc(Cc3ccccc3)nc3c2CCNCC3)c1
CHEMBL3040361,102030,Smallmolecule,None,-,0,Human,364,4,2,4,4.2,Clc1cccc(Nc2nc(Cc3ccccc3)nc3c2CCNCC3)c1
CHEMBL30713,102566,Smallmolecule,None,-30,12,Human,174,2,2,1,2.1,CC(N)Cc1c[nH]c2ccccc12
CHEMBL481153,183317,Smallmolecule,None,-851,20,Human,340,3,0,4,4.5,O=C(OCCN1CCCC1)N1c2ccccc2Sc2ccccc21
CHEMBL519609,191055,Smallmolecule,None,-21,15,Human,356,6,0,4,5.2,CCN(CC)CCCOC(=O)N1c2ccccc2Sc2ccccc21
CHEMBL52096,191931,Smallmolecule,None,6,6,Human,378,6,0,5,3.7,Cc1cc(=O)oc2cc(OCCCN3CCN(c4ccccc4)CC3)ccc12
cirazoline,930,Smallmolecule,None,1,6,Human,216,4,1,3,1.9,C1CN=C(N1)COc1ccccc1C1CC1
CHEMBL1170237,10530,Smallmolecule,None,2,4,Human,332,1,2,2,2.6,CN1C(=N)N(C)/C(=C/c2c[nH]c3ccc(Br)cc23)C1=O
CHEMBL1173331,10859,Smallmolecule,None,-3,3,Human,318,1,3,2,2.3,CN1C(=N)NC(=O)/C1=C\c1c[nH]c2ccc(Br)cc12
CHEMBL1276218,18383,Smallmolecule,None,3,4,Human,230,4,1,3,2.3,CC(Oc1ccccc1C1CC1)C1=NCCN1
CHEMBL1276220,18385,Smallmolecule,None,3,4,Human,230,4,1,3,2.3,C[C@H](Oc1ccccc1C1CC1)C1=NCCN1
CHEMBL13917,30128,Smallmolecule,None,-1,4,Human,218,5,1,3,2,CCCc1ccccc1OCC1=NCCN1
CHEMBL14107,32137,Smallmolecule,None,1,4,Human,216,5,1,3,1.8,C=CCc1ccccc1OCC1=NCCN1
CHEMBL1956192,70836,Smallmolecule,None,-6,4,Human,268,3,1,3,2.2,CC(Oc1ccccc1Br)C1=NCCN1
CHEMBL1956197,70841,Smallmolecule,None,5,4,Human,246,5,1,4,2,CC(Oc1ccccc1OC1CC1)C1=NCCN1
CHEMBL2058415,75895,Smallmolecule,None,-45,5,Human,332,1,2,2,2.3,C/N=C1\NC(=O)/C(=C\c2c[nH]c3cccc(Br)c23)N1C
CHEMBL2058416,75896,Smallmolecule,None,-2,4,Human,332,1,2,2,2.3,C/N=C1\NC(=O)/C(=C\c2c[nH]c3ccc(Br)cc23)N1C
CHEMBL2058419,75899,Smallmolecule,None,1,5,Human,332,1,2,2,2.6,CN1C(=N)N(C)/C(=C/c2c[nH]c3cccc(Br)c23)C1=O
CHEMBL2058420,75900,Smallmolecule,None,-5,3,Human,332,1,2,2,2.6,CN1C(=N)N(C)/C(=C/c2c[nH]c3c(Br)cccc23)C1=O
CHEMBL2058426,75901,Smallmolecule,None,-7,6,Human,346,1,1,2,2.7,C/N=C1\N(C)C(=O)/C(=C\c2c[nH]c3cccc(Br)c23)N1C
CHEMBL2058427,75902,Smallmolecule,None,-1,5,Human,346,1,1,2,2.7,C/N=C1\N(C)C(=O)/C(=C\c2c[nH]c3ccc(Br)cc23)N1C
CHEMBL2058695,75960,Smallmolecule,None,-1,3,Human,321,1,3,2,2.3,O=C1NC(=S)N/C1=C\c1c[nH]c2ccc(Br)cc12
CHEMBL2431279,92055,Smallmolecule,None,-5,4,Human,254,3,1,3,1.8,Brc1ccccc1OCC1=NCCN1
CHEMBL2431280,92057,Smallmolecule,None,3,4,Human,232,5,1,4,1.6,c1ccc(OC2CC2)c(OCC2=NCCN2)c1
CHEMBL2431281,92058,Smallmolecule,None,-1,4,Human,230,5,1,3,2,c1ccc(OCC2=NCCN2)c(CC2CC2)c1
CHEMBL2431282,92059,Smallmolecule,None,3,4,Human,232,5,1,3,2.4,CCCc1ccccc1OC(C)C1=NCCN1
CHEMBL2442275,92631,Smallmolecule,None,-15,4,Human,318,1,3,2,2.3,CN1C(=N)N/C(=C/c2c[nH]c3cccc(Br)c23)C1=O
CHEMBL2442276,92632,Smallmolecule,None,-79,5,Human,318,1,3,2,2.3,CN1C(=N)N/C(=C/c2c[nH]c3ccc(Br)cc23)C1=O
CHEMBL2442277,92633,Smallmolecule,None,-12,4,Human,318,1,3,2,2.3,CN1C(=N)N/C(=C/c2c[nH]c3c(Br)cccc23)C1=O
CHEMBL2442995,92685,Smallmolecule,None,-6,2,Human,472,11,1,5,4.8,COc1ccc(-c2ccccc2N2CCN(CCCCCC(=O)NCc3cccnc3)CC2)cc1
CHEMBL2442996,92686,Smallmolecule,None,-66,2,Human,472,11,1,5,4.8,COc1ccc(-c2ccccc2N2CCN(CCCCCC(=O)NCc3ccncc3)CC2)cc1
CHEMBL2442997,92687,Smallmolecule,None,-38,2,Human,474,11,1,6,3.6,COc1ccc(-c2ccccc2N2CCN(CCOCCC(=O)NCc3ccccn3)CC2)cc1
CHEMBL2442998,92688,Smallmolecule,None,-53,2,Human,474,11,1,6,3.6,COc1ccc(-c2ccccc2N2CCN(CCOCCC(=O)NCc3cccnc3)CC2)cc1
CHEMBL2442999,92689,Smallmolecule,None,-48,2,Human,474,11,1,6,3.6,COc1ccc(-c2ccccc2N2CCN(CCOCCC(=O)NCc3ccncc3)CC2)cc1
CHEMBL3092345,103431,Smallmolecule,None,-,0,Human,496,8,2,2,5.7,Fc1ccc2[nH]cc(CCCN3CCN(CCCc4c[nH]c5ccc(Br)cc45)CC3)c2c1
CHEMBL3092346,103432,Smallmolecule,None,-,0,Human,508,9,2,3,5.6,COc1ccc2[nH]cc(CCCN3CCN(CCCc4c[nH]c5ccc(Br)cc45)CC3)c2c1
CHEMBL177064,61168,Smallmolecule,None,-5,4,Human,361,5,0,4,4.1,COc1ccccc1N1CCN(Cc2ccn(-c3ccccc3C)c2)CC1
CHEMBL2442994,92684,Smallmolecule,None,-2,2,Human,472,11,1,5,4.8,COc1ccc(-c2ccccc2N2CCN(CCCCCC(=O)NCc3ccccn3)CC2)cc1
CHEMBL246484,93138,Smallmolecule,None,-707,7,Human,368,3,1,5,3.3,O=C1CC(CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2[nH]ncc21
CHEMBL3092342,103428,Smallmolecule,None,-,0,Human,418,8,2,2,5,Fc1ccc2[nH]cc(CCCN3CCN(CCCc4c[nH]c5ccccc45)CC3)c2c1
CHEMBL3092343,103429,Smallmolecule,None,-,0,Human,448,9,2,3,5,COc1ccc2[nH]cc(CCCN3CCN(CCCc4c[nH]c5ccc(F)cc45)CC3)c2c1
CHEMBL3092347,103433,Smallmolecule,None,-,0,Human,400,8,2,2,4.8,c1ccc2c(CCCN3CCN(CCCc4c[nH]c5ccccc45)CC3)c[nH]c2c1
CHEMBL3092348,103434,Smallmolecule,None,-,0,Human,436,8,2,2,5.1,Fc1ccc2[nH]cc(CCCN3CCN(CCCc4c[nH]c5ccc(F)cc45)CC3)c2c1
CHEMBL3092349,103435,Smallmolecule,None,-,0,Human,460,10,2,4,4.8,COc1ccc2[nH]cc(CCCN3CCN(CCCc4c[nH]c5ccc(OC)cc45)CC3)c2c1
CHEMBL3092350,103436,Smallmolecule,None,-,0,Human,556,8,2,2,6.4,Brc1ccc2[nH]cc(CCCN3CCN(CCCc4c[nH]c5ccc(Br)cc45)CC3)c2c1
CHEMBL3092351,103437,Smallmolecule,None,-,0,Human,478,8,2,2,5.6,Brc1ccc2[nH]cc(CCCN3CCN(CCCc4c[nH]c5ccccc45)CC3)c2c1
CHEMBL3099899,103837,Smallmolecule,None,-18620,7,Human,493,7,1,5,6.1,COc1ccc(CNC(=O)c2cc(-c3cc(Cl)cc(Cl)c3)cnc2-c2cccnc2)cc1OC
CHEMBL3099899,103837,Smallmolecule,None,-18620,7,Human,493,7,1,5,6.1,COc1ccc(CNC(=O)c2cc(-c3cc(Cl)cc(Cl)c3)cnc2-c2cccnc2)cc1OC
CHEMBL3104091,103979,Smallmolecule,None,-60,24,Human,288,0,0,2,3.7,CN1CCc2c(c3cccc4c3n2-c2ccccc2CC4)C1
CHEMBL3104092,103980,Smallmolecule,None,-12,12,Human,288,0,0,2,3.6,CN1CCc2c(c3cccc4c3n2Cc2ccccc2C4)C1
CHEMBL3113593,104525,Smallmolecule,None,-39,2,Human,490,11,1,5,4.9,COc1ccc(-c2ccccc2N2CCN(CCCCCC(=O)NCc3ccc(F)nc3)CC2)cc1
CHEMBL3113594,104526,Smallmolecule,None,-16,2,Human,492,11,1,6,3.7,COc1ccc(-c2ccccc2N2CCN(CCOCCC(=O)NCc3ccc(F)nc3)CC2)cc1
CHEMBL3113595,104527,Smallmolecule,None,-67,2,Human,476,10,1,5,4,Cc1ccccc1-c1ccccc1N1CCN(CCOCCC(=O)NCc2ccc(F)nc2)CC1
CHEMBL3113596,104528,Smallmolecule,None,-,1,Human,492,11,1,6,3.7,COc1ccccc1-c1cccc(N2CCN(CCOCCC(=O)NCc3ccc(F)nc3)CC2)c1
CHEMBL3113597,104529,Smallmolecule,None,-27,2,Human,480,10,1,5,3.9,O=C(CCOCCN1CCN(c2ccccc2-c2ccc(F)cc2)CC1)NCc1ccc(F)nc1
CHEMBL3113598,104530,Smallmolecule,None,-22,2,Human,487,11,1,5,4.5,COc1ccc(CNC(=O)CCOCCN2CCN(c3ccccc3-c3ccccc3C)CC2)cc1
CHEMBL3113599,104531,Smallmolecule,None,-,1,Human,503,12,1,6,4.2,COc1ccc(CNC(=O)CCOCCN2CCN(c3cccc(-c4ccccc4OC)c3)CC2)cc1
CHEMBL3113600,104532,Smallmolecule,None,-5,2,Human,491,11,1,5,4.3,COc1ccc(CNC(=O)CCOCCN2CCN(c3ccccc3-c3ccc(F)cc3)CC2)cc1
CHEMBL3113601,104533,Smallmolecule,None,-2,2,Human,462,10,1,6,3.7,O=C(CCCCCN1CCN(c2ncccc2-c2ccncc2)CC1)NCc1ccc(F)nc1
CHEMBL3113602,104534,Smallmolecule,None,-14,2,Human,462,10,1,6,3.7,O=C(CCCCCN1CCN(c2cccnc2-c2ccncc2)CC1)NCc1ccc(F)nc1
CHEMBL3113603,104535,Smallmolecule,None,-23,2,Human,473,11,1,6,4.2,COc1ccc(CNC(=O)CCCCCN2CCN(c3ncccc3-c3ccncc3)CC2)cc1
CHEMBL3113604,104536,Smallmolecule,None,-8,2,Human,473,11,1,6,4.2,COc1ccc(CNC(=O)CCCCCN2CCN(c3cccnc3-c3ccncc3)CC2)cc1
CHEMBL3139683,105954,Smallmolecule,None,-,0,Human,547,18,4,7,4.8,O=S(=O)(c1cccc(CCCCOCCCCCCNC[C@H](O)c2ccc(O)c(CO)c2)c1)C1CCCC1
CHEMBL3217984,108767,Smallmolecule,None,-19,23,Human,308,0,0,3,4.2,CN1CCC2C(C1)c1cccc3c1N2c1ccccc1CS3
CHEMBL1916744,68055,Smallmolecule,None,5,3,Human,496,9,0,4,4.8,CN1C(=O)N(CCCCCN2CCN(c3ccccc3)CC2)C(c2ccccc2)(c2ccccc2)C1=O
CHEMBL1916745,68056,Smallmolecule,None,32,3,Human,498,8,0,5,4,COc1ccccc1N1CCN(CCCN2C(=O)N(C)C(=O)C2(c2ccccc2)c2ccccc2)CC1
CHEMBL1916746,68057,Smallmolecule,None,1,3,Human,484,7,1,5,3,CN1C(=O)N(CC(O)CN2CCN(c3ccccc3)CC2)C(c2ccccc2)(c2ccccc2)C1=O
CHEMBL3233401,109338,Smallmolecule,None,17,3,Human,512,9,0,5,4.4,CCOc1ccccc1N1CCN(CCCN2C(=O)N(C)C(=O)C2(c2ccccc2)c2ccccc2)CC1
CHEMBL3235726,109586,Smallmolecule,None,3,2,Human,404,8,1,5,2.2,CSc1ccccc1N1CCN(CCCCC(=O)N2CCC[C@H]2C(N)=O)CC1
CHEMBL3235727,109587,Smallmolecule,None,10,2,Human,418,9,1,5,2.6,CSc1ccccc1N1CCN(CCCCCC(=O)N2CCC[C@H]2C(N)=O)CC1
CHEMBL3235728,109588,Smallmolecule,None,21,2,Human,432,10,1,5,3,CSc1ccccc1N1CCN(CCCCCCC(=O)N2CCC[C@H]2C(N)=O)CC1
CHEMBL3235729,109589,Smallmolecule,None,1,2,Human,438,6,1,5,2.8,CSc1ccccc1N1CCN(Cc2ccc(C(=O)N3CCC[C@H]3C(N)=O)cc2)CC1
CHEMBL3235730,109590,Smallmolecule,None,2,2,Human,388,8,1,5,1.5,COc1ccccc1N1CCN(CCCCC(=O)N2CCC[C@H]2C(N)=O)CC1
CHEMBL3235731,109591,Smallmolecule,None,27,2,Human,402,9,1,5,1.9,COc1ccccc1N1CCN(CCCCCC(=O)N2CCC[C@H]2C(N)=O)CC1
